txn_id,coordinator,regions,partitions,generator,restarts,global_log_pos,sent_at,received_at
162779260518400,0,0,0,0,0,0;141222,1744201284669403366,1744201284938584576
355266809823233,1,0,0,0,0,0;308470,1744201291491521846,1744201291654851861
145839909502977,1,0;1,1;0,0,0,0;115768;1;115857;-1;0;121681;1;121831,1744201283949582186,1744201284227219756
151290223001601,1,0,1;0,0,0,0;121846;-1;0;127840,1744201284178814951,1744201284451148022
163814347636737,1,0;1,0;1,0,0,0;142605;1;142885;-1;0;136609;1;136900,1744201284714708377,1744201284994354804
148537148964865,1,0;1,0;1,0,0,0;124666;1;124855;-1;0;118693;1;118776,1744201284056869694,1744201284334221516
257126807109632,0,0;1,0;1,0,0,0;233361;1;233423;-1;0;227790;1;227849,1744201288242512377,1744201288463003528
312480345620480,0,0;1,0;1,0,0,0;277844;1;277979;-1;0;272147;1;272252,1744201290056507403,1744201290280093295
157569465188353,1,0;1,0,0,0,0;135275;1;135513,1744201284446354196,1744201284723617805
225648991797248,0,0,1,0,0,0;200585,1744201287155706898,1744201287382508648
141957259067393,1,0;1,1,0,0,0;111096;1;111244,1744201283786339901,1744201284053434170
78967268704256,0,0;1,1,0,0,1;47079;0;47430,1744201281616050786,1744201281756611256
332885735243777,1,0,0,0,0,0;293723,1744201290759764509,1744201290985867847
152329605087233,1,0,0;1,0,0,0;128915;-1;0;122893,1744201284224438652,1744201284490970394
249889787215872,0,0,0;1,0,0,0;227225;-1;0;221572,1744201287998229321,1744201288211940743
197916387966976,0,0,0,0,0,0;179463,1744201286087112748,1744201286328339635
168663365713921,1,0,1,0,0,0;142276,1744201284922215582,1744201285192097632
209023173394433,1,0,1;0,0,0,0;184896;-1;0;190602,1744201286522040791,1744201286776472490
240406499426304,0,0,0,0,0,0;219058,1744201287670123144,1744201287891443325
232297601171457,1,0,1;0,0,0,0;206450;-1;0;212160,1744201287393650956,1744201287609404151
237412907220993,1,0,1,0,0,0;210879,1744201287568275792,1744201287786764337
293603964354561,1,0,0,0,0,0;262991,1744201289439015265,1744201289643730251
298096500146177,1,0;1,1;0,0,0,0;261015;1;261061;-1;0;266546;1;266748,1744201289580639971,1744201289792403503
311655711899649,1,0,1;0,0,0,0;271448;-1;0;277144,1744201290026488901,1744201290245376263
183691456282624,0,0;1,1;0,0,0,1;158953;0;159005;-1;1;164929;0;164982,1744201285534833027,1744201285789962694
336648126595072,0,0;1,1,0,0,0;291300;1;291466,1744201290892618103,1744201291124326270
220361887055873,1,0,0;1,0,0,0;201445;-1;0;195659,1744201286957104996,1744201287192614781
261438954274817,1,0;1,0,0,0,1;237026;0;237062,1744201288386988684,1744201288606323407
281320357888001,1,0;1,0,0,0,0;253089;1;253323,1744201289044955664,1744201289252024833
333482735697921,1,0,1;0,0,0,0;288628;-1;0;294201,1744201290780330037,1744201291008332718
110311940030464,0,0;1,0,0,0,0;82778;1;82858,1744201282580953571,1744201282813657921
310277027397633,1,0,1;0,0,0,0;270372;-1;0;276074,1744201289979081708,1744201290199509638
176527450832897,1,0;1,1;0,0,0,0;151335;1;151555;-1;0;157273;1;157516,1744201285246524185,1744201285511184739
113786568572929,1,0,0;1,0,0,0;86281;-1;0;80122,1744201282710673434,1744201282937367810
330360294473728,0,0;1,1;0,0,0,0;286265;1;286336;-1;0;291820;1;291888,1744201290668158105,1744201290897937191
293707043569664,0,0;1,0,0,0,0;263133;1;263203,1744201289440965773,1744201289645860691
323453987061760,0,0,0;1,0,0,0;286319;-1;0;280761,1744201290428247910,1744201290649074288
125722282688512,0,0,1;0,0,0,0;92735;-1;0;98851,1744201283148618043,1744201283396585796
217492848902144,0,0;1,0,0,0,1;199049;0;199103,1744201286855600209,1744201287094839671
315916319457281,1,0,1;0,0,0,0;274532;-1;0;280287,1744201290165708511,1744201290381162321
148279450927104,0,0;1,1;0,0,0,0;118404;1;118545;-1;0;124368;1;124502,1744201284046860642,1744201284323862697
266721764048896,0,0;1,0,0,0,1;241320;0;241375,1744201288564365954,1744201288781035788
134411001528320,0,0;1,1,0,0,1;102777;0;102851,1744201283491396868,1744201283747286833
301532473982976,0,0;1,0,0,0,0;269027;1;269122,1744201289684793531,1744201289896976258
341514324541441,1,0,1,0,0,0;295157,1744201291070927824,1744201291281983232
268766168481792,0,0;1,0;1,0,0,1;242958;0;243013;-1;1;237371;0;237452,1744201288630146118,1744201288848706799
188884071743489,1,0,0,0,0,0;170151,1744201285738710041,1744201285983689955
264965122424832,0,0;1,1,0,0,1;234199;0;234233,1744201288502769568,1744201288721311003
197194833461248,0,0;1,0,0,0,0;178713;1;178824,1744201286057341165,1744201286305557569
263758236614657,1,0;1,0,0,0,0;238902;1;238980,1744201288466905244,1744201288683762265
187436667764737,1,0,0,0,0,0;168676,1744201285681264745,1744201285930851510
143503447293953,1,0;1,0,0,0,0;118965;1;119087,1744201283854349965,1744201284129680427
357787955625985,1,0;1,0;1,0,0,1;309761;0;309843;-1;1;304383;0;304460,1744201291553800416,1744201291701290273
242485263597569,1,0;1,1,0,0,1;215398;0;215433,1744201287744916297,1744201287971809276
80522046865408,0,0,1,0,0,0;48228,1744201281629627335,1744201281785709562
234449379786753,1,0,0;1,0,0,0;214153;-1;0;208511,1744201287466816629,1744201287691024602
94605244628992,0,0;1,0;1,0,0,0;67714;1;67824;-1;1;61747;0;61837,1744201282057074511,1744201282272217783
81527069212672,0,0;1,1,0,0,1;49286;0;49573,1744201281638325883,1744201281847851702
168169444474880,0,0;1,1,0,0,1;141769;0;141817,1744201284899672308,1744201285169003890
85422604550145,1,0;1,1,0,0,0;53074;1;53305,1744201281748262506,1744201281975020215
231683420848129,1,0,0;1,0,0,0;211607;-1;0;205900,1744201287371092373,1744201287590199471
139109695750144,0,0;1,0,0,0,0;113929;1;114131,1744201283674602164,1744201283935676127
237863878787072,0,0,1;0,0,0,0;211297;-1;0;216994,1744201287582144784,1744201287804919295
177919020236801,1,0,0,0,0,0;158706,1744201285309570540,1744201285560560040
233646220902401,1,0;1,0;1,0,0,1;213482;0;213544;-1;1;207843;0;207912,1744201287439893464,1744201287662620668
203461190746112,0,0,1,0,0,0;179200,1744201286299670851,1744201286554517798
89313844920321,1,0,1;0,0,0,0;56634;-1;0;62608,1744201281874294076,1744201282095796607
183038621253632,0,0,0;1,0,0,0;164089;-1;0;158074,1744201285508408485,1744201285757788016
159777078378496,0,0;1,1,0,0,0;131914;1;132059,1744201284540303565,1744201284817914678
315637146583040,0,0,1;0,0,0,0;274471;-1;0;280146,1744201290157532118,1744201290376480692
154167851089920,0,0,1,0,0,0;125128,1744201284298266317,1744201284574544754
232654083457025,1,0,0;1,0,0,0;212477;-1;0;206862,1744201287408651690,1744201287623980922
133302899965953,1,0,1,0,0,0;101402,1744201283444959233,1744201283698787795
343034742964224,0,0,1;0,0,0,0;296401;-1;0;301922,1744201291122770823,1744201291340291489
85538568667137,1,0,1;0,0,0,0;53123;-1;0;59110,1744201281750484004,1744201281977840160
81192061763585,1,0,1;0,0,0,0;48885;-1;0;54889,1744201281635692673,1744201281826315682
152926605541376,0,0,0;1,0,0,0;129576;-1;0;123726,1744201284247497310,1744201284520613298
137404593733633,1,0;1,0,0,0,0;112028;1;112207,1744201283607575208,1744201283870757801
140007343915008,0,0,1,0,0,0;108956,1744201283710951462,1744201283977649917
118145960378369,1,0;1,1,0,0,1;84814;0;84893,1744201282860996403,1744201283105066014
264780438831104,0,0,1,0,0,0;233933,1744201288496476368,1744201288710971870
224197292851201,1,0,0;1,0,0,0;205120;-1;0;199354,1744201287106248883,1744201287335521493
326748226977792,0,0,1,0,0,0;283231,1744201290541314998,1744201290767741293
297246096621569,1,0,0;1,0,0,0;265841;-1;0;260213,1744201289555637597,1744201289755873959
202705276502016,0,0;1,0,0,0,1;184304;0;184347,1744201286271490471,1744201286525685131
330355999506432,0,0;1,1,0,0,0;286264;1;286335,1744201290668061386,1744201290898338384
95730526060545,1,0;1,1;0,0,0,0;62847;1;62938;-1;0;68771;1;68857,1744201282095365419,1744201282310334078
243335667122177,1,0;1,0;1,0,0,0;221783;1;221897;-1;1;216146;0;216209,1744201287774270519,1744201287998255649
109001975005185,1,0,0,0,0,0;81428,1744201282537317407,1744201282766754084
126718715101184,0,0,0;1,0,0,0;100023;-1;0;93949,1744201283187193478,1744201283434945803
144280836374528,0,0,0;1,0,0,0;119594;-1;0;113685,1744201283884473709,1744201284157441131
178700704284673,1,0;1,1,0,0,0;153653;1;153788,1744201285336343869,1744201285593971725
186663573651456,0,0;1,0;1,0,0,1;167865;0;167911;-1;1;161898;0;161960,1744201285647065493,1744201285901261693
257208411488256,0,0,0;1,0,0,0;233349;-1;0;227778,1744201288245457704,1744201288461309405
272786257870849,1,0,0,0,0,0;246253,1744201288768045912,1744201288978590426
127603478364160,0,0;1,1,0,0,0;95130;1;95238,1744201283220083107,1744201283475638253
223956774682625,1,0,1;0,0,0,0;199173;-1;0;204942,1744201287094856062,1744201287328034957
319081710354432,0,0;1,0;1,0,0,1;283046;0;283130;-1;1;277313;0;277410,1744201290281088947,1744201290512838728
291976171749376,0,0,1,0,0,0;256051,1744201289386695566,1744201289590309165
243120918757376,0,0,1;0,0,0,0;215869;-1;0;221455,1744201287766054894,1744201287986452409
93076236271616,0,0;1,1,0,0,0;60252;1;60399,1744201282008841947,1744201282222914398
271660976439296,0,0,0;1,0,0,0;245348;-1;0;239719,1744201288729327941,1744201288939470662
175616917766144,0,0;1,1,0,0,0;150123;1;150265,1744201285210621042,1744201285466095025
99797860089857,1,0;1,1,0,0,0;66738;1;66807,1744201282231662217,1744201282447358791
182729383608321,1,0;1,0;1,0,0,0;163892;1;163962;-1;0;157961;1;158026,1744201285496018860,1744201285751636960
317587061735425,1,0;1,1,0,0,0;276088;1;276136,1744201290228281645,1744201290455381326
121234041864193,1,0;1,0,0,0,0;94213;1;94533,1744201282977263946,1744201283226585823
138727443660800,0,0;1,1;0,0,0,0;107604;1;107750;-1;0;113578;1;113723,1744201283659630805,1744201283924310075
123931281326081,1,0;1,0;1,0,0,0;97191;1;97430;-1;0;91069;1;91194,1744201283081586509,1744201283330649839
299393580269568,0,0,1,0,0,0;261924,1744201289626581884,1744201289834584530
82115479732225,1,0,1,0,0,0;47770,1744201281643679163,1744201281782943998
180646324469761,1,0,1,0,0,0;155441,1744201285407655100,1744201285659327221
276084792754177,1,0,0,0,0,0;248723,1744201288875790612,1744201289077912139
98539434672129,1,0,1;0,0,0,0;65292;-1;0;71273,1744201282189670834,1744201282400400493
154906585464833,1,0;1,0;1,0,0,0;132077;1;132362;-1;0;126226;1;126411,1744201284329349836,1744201284609865921
184288456736769,1,0,1;0,0,0,0;159456;-1;0;165353,1744201285557801828,1744201285810149019
126890513793024,0,0;1,1,0,0,0;94421;1;94512,1744201283194641934,1744201283449993052
103779294773248,0,0;1,0,0,0,1;76295;0;76366,1744201282359918533,1744201282582402691
202142635786241,1,0,1;0,0,0,0;177737;-1;0;183613,1744201286250263791,1744201286503010694
165759967821824,0,0,1;0,0,0,0;138891;-1;0;144791,1744201284797949812,1744201285070051807
140106128162816,0,0;1,1;0,0,0,1;109121;0;109168;-1;0;115037;1;115178,1744201283713810890,1744201283980192830
242940530130945,1,0;1,0,0,0,0;221445;1;221550,1744201287760701933,1744201287986180246
171373490077696,0,0,0,0,0,0;151335,1744201285038272651,1744201285301877181
327431126777857,1,0;1,1,0,0,1;283915;0;284030,1744201290563571563,1744201290797292130
350851583442945,1,0;1,0;1,0,0,1;306303;0;306368;-1;1;300827;0;300915,1744201291380429048,1744201291547338013
344018290475008,0,0;1,0;1,0,0,0;302657;1;302700;-1;1;297138;0;297206,1744201291159062308,1744201291371639631
139002321567745,1,0,1;0,0,0,0;107689;-1;0;113666,1744201283671515285,1744201283931438720
355649061912576,0,0,0;1,0,0,0;308727;-1;0;303349,1744201291500543171,1744201291663489287
339779157753857,1,0;1,0;1,0,0,1;299414;0;299443;-1;1;293844;0;293873,1744201291006748878,1744201291230813499
227792180477953,1,0;1,1,0,0,0;202578;1;202610,1744201287232721931,1744201287459111689
134097468915713,1,0,0;1,0,0,0;108279;-1;0;102320,1744201283478321706,1744201283733670410
302060754960384,0,0,0;1,0,0,0;269493;-1;0;263901,1744201289703472699,1744201289913753849
299256141316097,1,0,0,0,0,0;267434,1744201289623963160,1744201289832376777
228337641324544,0,0;1,0;1,0,0,0;208769;1;208849;-1;0;203071;1;203140,1744201287251449809,1744201287479989794
88613765251073,1,0,0;1,0,0,0;61803;-1;0;55787,1744201281847603212,1744201282069041785
308889752961025,1,0,0;1,0,0,0;274885;-1;0;269242,1744201289928518858,1744201290147015726
189528316837888,0,0,0;1,0,0,0;170849;-1;0;164948,1744201285762135086,1744201286010697236
270922242064384,0,0;1,0;1,0,0,0;244877;1;244915;-1;0;239264;1;239303,1744201288704472649,1744201288918592958
291611099529217,1,0,0;1,0,0,0;261365;-1;0;255767,1744201289374252422,1744201289579186793
168775034863616,0,0,0;1,0,0,0;148265;-1;0;142270,1744201284925485750,1744201285191104646
215164976627712,0,0,0,0,0,0;196415,1744201286755251661,1744201286999000783
114757231181825,1,0;1,1;0,0,0,0;81385;1;81499;-1;0;87534;1;87746,1744201282742586667,1744201282979643397
341484259770369,1,0,1,0,0,0;295155,1744201291070205287,1744201291282782971
223922414944256,0,0,1,0,0,0;199060,1744201287092086800,1744201287321252893
320825467076608,0,0;1,1,0,0,1;278580;0;278651,1744201290335872915,1744201290560502266
268409686196224,0,0;1,1;0,0,0,1;237081;0;237156;-1;1;242691;0;242744,1744201288617541115,1744201288838048145
220757024047105,1,0,1,0,0,0;196044,1744201286971369578,1744201287207088471
87149181403137,1,0,1;0,0,0,0;54513;-1;0;60351,1744201281795377783,1744201282021486232
124292058578944,0,0,1;0,0,0,0;91354;-1;0;97344,1744201283093241665,1744201283338816172
83288005804032,0,0;1,0,0,0,0;55743;1;56331,1744201281672291721,1744201281861728246
77983721193473,1,0;1,0;1,0,0,0;52388;1;53372;-1;0;46331;1;46823,1744201281607693840,1744201281732263216
326937205538817,1,0,1,0,0,0;283371,1744201290548956551,1744201290767303483
241067924389888,0,0;1,1,0,0,0;214127;1;214175,1744201287693412789,1744201287921786016
264531330727937,1,0;1,1;0,0,0,0;233900;1;233968;-1;0;239480;1;239564,1744201288489828943,1744201288709870723
105437152149504,0,0,1,0,0,0;71813,1744201282417210683,1744201282636846994
181921929756672,0,0,0;1,0,0,0;162816;-1;0;156886,1744201285461996806,1744201285715249079
157204392968193,1,0,0,0,0,0;134738,1744201284431281659,1744201284705138448
187264869072896,0,0,0;1,0,0,0;168408;-1;0;162423,1744201285671156169,1744201285920155397
110702782054401,1,0,1,0,0,0;76996,1744201282596141962,1744201282821656765
191078800031745,1,0;1,0;1,0,0,0;172637;1;172734;-1;0;166710;1;166790,1744201285824707835,1744201286077430711
221981089726465,1,0;1,1;0,0,0,0;197311;1;197391;-1;0;203092;1;203189,1744201287018128049,1744201287259117440
320937136226304,0,0;1,0;1,0,0,0;284325;1;284420;-1;1;278615;0;278682,1744201290338820827,1744201290562529987
168882409046017,1,0,0,0,0,0;148512,1744201284930312968,1744201285200065890
109779364085761,1,0;1,0;1,0,0,0;82310;1;82392;-1;0;76219;1;76280,1744201282563279744,1744201282797106550
343593088712704,0,0;1,1;0,0,0,1;296973;0;297021;-1;1;302469;0;302514,1744201291145302988,1744201291362955108
126022930399233,1,0,0;1,0,0,0;99386;-1;0;93311,1744201283161167192,1744201283412384235
130116034232320,0,0;1,1,0,0,0;97746;1;97901,1744201283312568087,1744201283572587750
262452566556672,0,0;1,0,0,0,0;237817;1;237880,1744201288421597616,1744201288636401568
143851339644928,0,0,1;0,0,0,0;113312;-1;0;119215,1744201283866373232,1744201284140554288
294050640953344,0,0;1,1;0,0,0,0;257705;1;257792;-1;0;263369;1;263450,1744201289449951894,1744201289655547057
251431680475137,1,0,1;0,0,0,0;222813;-1;0;228415,1744201288051704306,1744201288263803496
218996087455744,0,0,1;0,0,0,0;194432;-1;0;200174,1744201286906566783,1744201287146365521
165682658410497,1,0,1;0,0,0,0;138722;-1;0;144747,1744201284796200256,1744201285068882725
186040803393537,1,0;1,1,0,0,0;161381;1;161438,1744201285625695539,1744201285880536852
92474940850176,0,0,0,0,0,0;65587,1744201281990689935,1744201282200560094
292117905670144,0,0;1,0,0,0,0;261817;1;261913,1744201289390620406,1744201289596754496
347072012222464,0,0;1,1,0,0,1;298751;0;298823,1744201291254578815,1744201291446695805
96336116449280,0,0;1,0;1,0,0,0;69230;1;69358;-1;0;63284;1;63396,1744201282111488629,1744201282327924571
139784005615617,1,0;1,1,0,0,0;108741;1;108859,1744201283701842024,1744201283966514532
233178069467137,1,0;1,1;0,0,0,1;207437;0;207533;-1;0;213084;1;213208,1744201287425824733,1744201287647537080
231069240524801,1,0;1,0;1,0,0,0;211221;1;211285;-1;0;205516;1;205583,1744201287350659141,1744201287574106126
110827336105984,0,0;1,1;0,0,0,0;77183;1;77256;-1;0;83300;1;83372,1744201282599533514,1744201282829790719
282995395133441,1,0,0;1,0,0,0;254509;-1;0;249002,1744201289100159888,1744201289306357816
283940287938560,0,0,1,0,0,0;249675,1744201289127759295,1744201289331783342
291280387047425,1,0;1,1,0,0,0;255579;1;255632,1744201289363752041,1744201289569973332
309942019948545,1,0,1;0,0,0,0;270061;-1;0;275752,1744201289965080592,1744201290183376168
231846629605376,0,0,1,0,0,0;206055,1744201287376097260,1744201287593818525
307210420748288,0,0,0;1,0,0,0;273535;-1;0;267963,1744201289871336165,1744201290087043222
164544492077056,0,0,0,0,0,0;143187,1744201284742365499,1744201285017806769
228934641778689,1,0,1;0,0,0,0;203508;-1;0;209210,1744201287274135287,1744201287499277427
319833329631233,1,0,1,0,0,0;277676,1744201290303008479,1744201290525450865
284404144406529,1,0;1,1;0,0,0,1;250158;0;250228;-1;0;255728;1;255844,1744201289143874752,1744201289353299488
96546569846784,0,0,1;0,0,0,0;63306;-1;0;69251,1744201282116700077,1744201282329505405
105669080383488,0,0;1,1;0,0,0,0;72114;1;72170;-1;0;78150;1;78360,1744201282424465571,1744201282651218043
267877110251520,0,0;1,1,0,0,1;236680;0;236761,1744201288602386365,1744201288819204333
135652247076865,1,0;1,0;1,0,0,0;110021;1;110160;-1;0;103998;1;104154,1744201283536630227,1744201283794305584
77605764071424,0,0;1,0,0,0,0;51689;1;51936,1744201281604051944,1744201281690148526
123738007797761,1,0;1,1;0,0,0,0;90809;1;90923;-1;0;96926;1;97048,1744201283073952911,1744201283321587879
285413461721088,0,0,0,0,0,0;256323,1744201289174489806,1744201289378452160
348167228882944,0,0,0;1,0,0,0;304836;-1;0;299347,1744201291294008685,1744201291472686718
200742476447744,0,0,0;1,0,0,0;182141;-1;0;176319,1744201286190702541,1744201286434374480
83421149790209,1,0,1,0,0,0;50346,1744201281681368268,1744201281877872073
299621213536257,1,0;1,0;1,0,0,1;267683;0;267762;-1;1;262087;0;262172,1744201289633048605,1744201289842464395
291288976982016,0,0;1,0,0,0,0;261168;1;261236,1744201289363091489,1744201289568966290
191680095453184,0,0,1;0,0,0,0;167183;-1;0;172999,1744201285847025853,1744201286093893369
288621802291201,1,0;1,1;0,0,0,0;253503;1;253576;-1;0;259055;1;259134,1744201289278904619,1744201289486121522
197358042218496,0,0;1,1,0,0,0;172974;1;173065,1744201286062453481,1744201286312604733
210178519597056,0,0;1,1,0,0,0;186059;1;186175,1744201286566582933,1744201286819548060
239878218448896,0,0;1,1,0,0,0;213093;1;213150,1744201287652760811,1744201287878420339
171639778050049,1,0;1,0,0,0,0;151705;1;151999,1744201285049619066,1744201285317273727
195352292491265,1,0,0,0,0,0;176828,1744201285984874516,1744201286235874899
114714281508864,0,0,0,0,0,0;87275,1744201282738697514,1744201282971013126
352277512585216,0,0;1,1,0,0,1;301480;0;301577,1744201291414979673,1744201291587110606
116264764702720,0,0;1,1,0,0,0;82890;1;83087,1744201282793841341,1744201283036012391
271089745788928,0,0;1,1,0,0,0;239402;1;239455,1744201288709802036,1744201288924628481
303967720439808,0,0;1,0;1,0,0,1;271088;0;271151;-1;1;265419;0;265477,1744201289768719688,1744201289985859634
212072600174593,1,0,1;0,0,0,0;187698;-1;0;193438,1744201286640599419,1744201286890943448
102147207200768,0,0,0;1,0,0,0;74748;-1;0;68742,1744201282304791417,1744201282521271310
333315231973376,0,0;1,0,0,0,0;294089;1;294248,1744201290773543314,1744201291006783793
91929480003585,1,0;1,1;0,0,0,0;59128;1;59276;-1;0;65122;1;65258,1744201281975348842,1744201282186088730
221358319468544,0,0,1;0,0,0,0;196578;-1;0;202319,1744201286992587752,1744201287228450140
213756227354625,1,0;1,1;0,0,0,1;189477;0;189530;-1;0;195245;1;195343,1744201286702498683,1744201286954479700
272532854800385,1,0;1,1,0,0,0;240411;1;240530,1744201288758949868,1744201288968072493
162010461372416,0,0;1,1;0,0,0,0;134578;1;134688;-1;0;140599;1;140711,1744201284638445018,1744201284915569590
146647363354625,1,0,0,0,0,0;122406,1744201283985825287,1744201284253432958
235518826643457,1,0,1;0,0,0,0;209393;-1;0;215026,1744201287505051456,1744201287729078284
195421011968001,1,0,0;1,0,0,0;176838;-1;0;170934,1744201285990678971,1744201286236809327
327933637951489,1,0,1,0,0,0;284206,1744201290583163019,1744201290813734221
163947491622912,0,0;1,1;0,0,0,0;136809;1;136931;-1;0;142794;1;142915,1744201284717937780,1744201284997184708
261670882508801,1,0;1,1,0,0,1;231560;0;231614,1744201288394913532,1744201288612906393
291555264954368,0,0,1,0,0,0;255727,1744201289372086646,1744201289575529228
344486441910273,1,0;1,1,0,0,1;297410;0;297462,1744201291174371634,1744201291382079410
147987393150977,1,0,1;0,0,0,0;117881;-1;0;123833,1744201284036204834,1744201284305552833
104934640975873,1,0,1;0,0,0,0;71239;-1;0;77271,1744201282400086522,1744201282618649789
199720274231297,1,0;1,1;0,0,0,0;175412;1;175560;-1;0;181327;1;181461,1744201286155780962,1744201286403253510
360326281297921,1,0,0;1,0,0,0;311049;-1;0;305698,1744201291623583938,1744201291744938115
