txn_id,coordinator,regions,partitions,generator,restarts,global_log_pos,sent_at,received_at
159643951169537,16777217,1,0;1,0,0,1;120657;-1;1;114820,1744201283953647470,1744201284177716810
144925098246145,16777217,0;1,1,0,0,1;100382;0;100472,1744201283437308314,1744201283664534169
150375411744769,16777217,0;1,1,0,0,1;105751;0;105857,1744201283629335107,1744201283854656962
162899536379905,16777217,0;1,0;1,0,0,1;124007;0;124165;-1;0;118088;1;118151,1744201284069001153,1744201284294782943
147622337708033,16777217,0;1,1;0,0,0,1;102990;0;103091;-1;1;108989;0;109092,1744201283532629424,1744201283754818170
256194815983616,16777216,1,1;0,0,0,1;217981;-1;1;223496,1744201287886064950,1744201288240923914
209834938990592,16777216,1,0,0,0,1;169412,1744201285744162459,1744201285999130358
156654653931521,16777217,0;1,0,0,0,1;117832;0;117999,1744201283848226154,1744201284077240892
224717000671232,16777216,0;1,1,0,0,1;179592;0;179658,1744201286347530203,1744201286627225219
141042447810561,16777217,0;1,1;0,0,0,1;96405;0;96506;-1;1;102408;0;102630,1744201283299623976,1744201283529117683
78035277578240,16777216,0;1,1,0,0,1;36837;0;37200,1744201281135131545,1744201281425114632
155705466159105,16777217,1,1,0,0,1;110972,1744201283816908609,1744201284042346873
151414793830401,16777217,0;1,1;0,0,0,1;106799;0;106909;-1;1;112803;0;112910,1744201283665067581,1744201283890951323
248957796089856,16777216,1,0,0,0,1;213989,1744201287502590147,1744201287842940702
196984396840960,16777216,0;1,0;1,0,0,1;156386;0;156510;-1;1;150385;0;150493,1744201285249624014,1744201285493368296
167748554457089,16777217,0;1,1;0,0,0,1;122577;0;122673;-1;1;128591;0;128696,1744201284233874447,1744201284451550541
208108362137601,16777217,1,1;0,0,0,1;161703;-1;1;167616,1744201285673383390,1744201285934081098
239474508300288,16777216,0;1,1,0,0,1;196418;0;196630,1744201287019571358,1744201287345033367
231382789914625,16777217,0;1,1;0,0,0,1;187026;0;187110;-1;1;192793;0;192872,1744201286642322476,1744201286939354850
236498095964161,16777217,1,0,0,0,1;198552,1744201286870640852,1744201287188410654
292689153097729,16777217,1,1,0,0,1;271525,1744201290064629468,1744201290497747247
297181688889345,16777217,1,1;0,0,0,1;278446;-1;1;284170,1744201290374772721,1744201290799946739
250890531373056,16777216,1,1,0,0,1;210950,1744201287604526720,1744201287953140397
182759465156608,16777216,0;1,1,0,0,1;136652;0;136755,1744201284749030327,1744201284975770447
83708929376256,16777216,1,1;0,0,0,1;39382;-1;1;45336,1744201281384772203,1744201281539720211
219447075799041,16777217,0;1,1;0,0,0,0;173916;1;173975;-1;1;179828;0;179998,1744201286132591336,1744201286405885099
260524143017985,16777217,0;1,1,0,0,1;224068;0;224220,1744201288130062546,1744201288488557284
280405546631169,16777217,1,0,0,0,1;257762,1744201289267411824,1744201289679561763
133771068178432,16777216,0;1,1;0,0,0,1;89093;0;89194;-1;1;95154;0;95358,1744201283043527394,1744201283271454167
109379948904448,16777216,0;1,0,0,0,1;68556;0;68704,1744201282125807211,1744201282393129073
239453033463808,16777216,0;1,0;1,0,0,1;202152;0;202368;-1;1;196406;0;196620,1744201287018100162,1744201287342879479
175612639576065,16777217,1,0,0,0,1;135816,1744201284504116175,1744201284718332947
112871757316097,16777217,1,0;1,0,0,1;72598;-1;1;66580,1744201282272483742,1744201282522527126
114216082079745,16777217,1,1;0,0,0,1;68196;-1;1;74207,1744201282321821850,1744201282571807766
292775052443648,16777216,0;1,0;1,0,0,1;277408;0;277503;-1;1;271721;0;271822,1744201290071290909,1744201290504138911
152312441995265,16777217,0;1,0;1,0,0,1;113645;0;113765;-1;1;107675;0;107792,1744201283696359198,1744201283925075284
124790291562496,16777216,1,1,0,0,1;79728,1744201282726339492,1744201282952812262
216560857776128,16777216,1,1,0,0,1;170795,1744201286017752079,1744201286277912447
100562381045761,16777217,0;1,1;0,0,0,1;52224;0;52694;-1;1;58190;0;58658,1744201281759605319,1744201282032276005
147347459801088,16777216,0;1,1,0,0,0;102699;1;102746,1744201283522030762,1744201283745711423
265789772922880,16777216,0;1,1,0,0,1;231280;0;231499,1744201288420237318,1744201288789241299
133479010402304,16777216,0;1,1;0,0,0,0;88731;1;88831;-1;0;94931;1;94997,1744201283031628268,1744201283260730079
300600482856960,16777216,1,1,0,0,1;283948,1744201290603425082,1744201291035996785
127277077626881,16777217,0;1,0;1,0,0,1;88516;0;88829;-1;1;82435;0;82587,1744201282814713003,1744201283042838530
267834177355776,16777216,1,0,0,0,1;239693,1744201288537506701,1744201288905156918
187969260486657,16777217,1,1,0,0,1;141536,1744201284931237542,1744201285151176568
264033131298816,16777216,1,0;1,0,0,1;234298;-1;1;228779,1744201288319960043,1744201288684570517
196262842335232,16777216,1,1;0,0,0,1;149574;-1;1;155578,1744201285223268545,1744201285457200143
262843425357825,16777217,1,1,0,0,1;227037,1744201288252548945,1744201288614815022
186521856507905,16777217,1,1,0,0,1;140215,1744201284886716067,1744201285105871702
142588636037121,16777217,0;1,1,0,0,1;98036;0;98133,1744201283355328410,1744201283583713805
189549808451584,16777216,0;1,0;1,0,0,1;149094;0;149248;-1;1;143079;0;143223,1744201284986949240,1744201285215262517
241570452340737,16777217,0;1,1;0,0,0,1;199014;0;199072;-1;1;204753;0;204887,1744201287123070328,1744201287453820568
79590055739392,16777216,0;1,1;0,0,0,1;38027;0;38301;-1;1;44015;0;44298,1744201281148636499,1744201281488396260
233534568529921,16777217,0;1,1,0,0,0;189584;1;189610,1744201286740528077,1744201287049179851
93673253502976,16777216,1,1;0,0,0,1;44567;-1;1;50557,1744201281599967876,1744201281749531153
80595078086656,16777216,0;1,1,0,0,1;38290;0;38470,1744201281157266691,1744201281496387901
167237453348864,16777216,1,0;1,0,0,1;127977;-1;1;121990,1744201284216394511,1744201284434726046
84507793293313,16777217,0;1,1,0,0,0;39786;1;39818,1744201281410780850,1744201281542908764
230768609591297,16777217,1,0;1,0,0,1;191966;-1;1;186164,1744201286609150565,1744201286903795842
138177704624128,16777216,0;1,1,0,0,0;93567;1;93658,1744201283199695846,1744201283428737694
236931887661056,16777216,1,0,0,0,1;198933,1744201286889130145,1744201287205368729
177004208979969,16777217,1,1,0,0,1;131239,1744201284551353845,1744201284771479333
232731409645569,16777217,1,0;1,0,0,1;194206;-1;1;188420,1744201286699723720,1744201286999746313
202529199620096,16777216,1,0,0,0,1;161715,1744201285451604305,1744201285706367819
88399033663489,16777217,1,0;1,0,0,1;47689;-1;1;41682,1744201281505120195,1744201281623190937
182106630127616,16777216,0;1,0;1,0,0,1;142017;0;142134;-1;1;136036;0;136147,1744201284725867529,1744201284952238325
158845087252480,16777216,1,1,0,0,1;113947,1744201283925021773,1744201284148366893
309108813070336,16777216,1,0,0,0,1;301975,1744201291160729586,1744201291568094869
153235859963904,16777216,1,1,0,0,1;108484,1744201283727341003,1744201283953688877
231739272200193,16777217,0;1,1,0,0,1;187362;0;187508,1744201286657200532,1744201286954350806
132388088709121,16777217,1,0;1,0,0,1;93750;-1;1;87601,1744201282994047580,1744201283219793242
240668509208576,16777216,0;1,1;0,0,0,1;197866;0;198044;-1;1;203682;0;203864,1744201287078751485,1744201287407368154
84623757410305,16777217,1,1,0,0,1;39774,1744201281414355398,1744201281542279732
80277250506753,16777217,0;1,1;0,0,0,0;37333;1;37780;-1;0;43391;1;43759,1744201281154646035,1744201281492159914
151994614415360,16777216,0;1,0,0,0,1;113270;0;113457,1744201283685967926,1744201283911122728
136489782476801,16777217,1,1,0,0,1;91821,1744201283143509906,1744201283369012502
139075352788992,16777216,0;1,0,0,0,0;100492;1;100562,1744201283231114883,1744201283460598351
117231149121537,16777217,1,1;0,0,0,1;71813;-1;1;77867,1744201282452573467,1744201282687692610
263848447705088,16777216,1,1,0,0,1;228585,1744201288309783065,1744201288674531708
223282481594369,16777217,1,1;0,0,0,1;177998;-1;1;183801,1744201286289786266,1744201286562828436
238825968238593,16777217,0;1,0;1,0,0,1;201408;0;201522;-1;1;195626;0;195741,1744201286986675225,1744201287311532308
296331285364737,16777217,0;1,1,0,0,1;277164;0;277406,1744201290314370738,1744201290746038111
201773285376000,16777216,1,1,0,0,1;155067,1744201285422758595,1744201285676507031
193728811630592,16777216,0;1,0,0,0,1;153134;0;153213,1744201285132163711,1744201285364169719
94815714803713,16777217,0;1,0,0,0,0;51192;1;51241,1744201281625487393,1744201281778746698
242420855865345,16777217,0;1,1;0,0,0,1;199952;0;200214;-1;1;205681;0;205945,1744201287164864936,1744201287499931530
108087163748353,16777217,0;1,1;0,0,0,1;61018;0;61148;-1;1;66950;0;67100,1744201282064637994,1744201282335823899
125786723975168,16777216,1,1,0,0,1;80841,1744201282760769999,1744201282986441213
143348845248512,16777216,1,0;1,0,0,1;104717;-1;1;98741,1744201283382711281,1744201283609774369
177785893027841,16777217,1,1,0,0,1;132017,1744201284579067687,1744201284798158781
185731582525440,16777216,0;1,0,0,0,1;145449;0;145561,1744201284848596416,1744201285075572400
256276420362240,16777216,0;1,1,0,0,1;218108;0;218192,1744201287889392074,1744201288245023520
271871446614017,16777217,0;1,0,0,0,1;245427;0;245668,1744201288768725187,1744201289146674733
126671487238144,16777216,1,0;1,0,0,1;87795;-1;1;81747,1744201282791689497,1744201283017650775
223041963425793,16777217,0;1,0,0,0,1;183734;0;183847,1744201286282381107,1744201286557408538
169354872225792,16777216,0;1,0,0,0,1;130080;0;130273,1744201284291127021,1744201284510932467
291044180623360,16777216,1,1,0,0,1;269103,1744201289957026163,1744201290392031541
242188927631360,16777216,1,0;1,0,0,1;205449;-1;1;199709,1744201287152865472,1744201287484620530
92144245145600,16777216,0;1,1;0,0,0,0;43752;1;43867;-1;0;49735;1;49842,1744201281567995799,1744201281717494084
270728985313280,16777216,1,0,0,0,1;243658,1744201288698115377,1744201289073931803
174684926640128,16777216,1,1,0,0,1;129011,1744201284470219882,1744201284689119626
98883048833025,16777217,0;1,0,0,0,1;56096;0;57702,1744201281720629748,1744201281984183909
181814572351489,16777217,1,1,0,0,1;135587,1744201284716583118,1744201284935869187
296674882748416,16777216,0;1,1,0,0,1;277806;0;277933,1744201290338688947,1744201290771743638
120319230607361,16777217,1,1;0,0,0,1;75008;-1;1;81104,1744201282561067088,1744201282794579450
137795452534784,16777216,1,1;0,0,0,1;93079;-1;1;99158,1744201283187479213,1744201283412313983
123016470069249,16777217,0;1,0;1,0,0,1;84105;0;84237;-1;1;78012;0;78134,1744201282666926827,1744201282895608519
298461589143552,16777216,0;1,1,0,0,1;280578;0;280674,1744201290455638809,1744201290888028850
81200668475393,16777217,1,1,0,0,1;37024,1744201281162832943,1744201281461768819
179731513212929,16777217,0;1,0,0,0,1;139855;0;139976,1744201284644250528,1744201284867199232
275169981497345,16777217,1,1;0,0,0,1;244672;-1;1;250125,1744201288960276032,1744201289350805303
97624623415297,16777217,0;1,0,0,0,1;54483;0;55712,1744201281688065469,1744201281909004457
153991774208001,16777217,0;1,0;1,0,0,1;115254;0;115366;-1;1;109303;0;109412,1744201283752238772,1744201283983471578
183373645479937,16777217,1,1;0,0,0,1;137261;-1;1;143142,1744201284770911666,1744201284996182525
125958522667008,16777216,1,1;0,0,0,1;80919;-1;1;87057,1744201282766384773,1744201282994077536
102847303647232,16777216,0;1,1;0,0,0,0;55158;1;55182;-1;1;61084;0;61238,1744201281849107231,1744201282123388214
201227824529409,16777217,1,0;1,0,0,1;160350;-1;1;154358,1744201285402759313,1744201285649313196
164827976695808,16777216,0;1,0,0,0,1;125758;0;125872,1744201284132377318,1744201284355105338
139174137036800,16777216,1,1,0,0,1;94556,1744201283235593641,1744201283461479688
242025718874113,16777217,0;1,0,0,0,1;205279;0;205387,1744201287145418725,1744201287478624550
170441498951680,16777216,1,1,0,0,1;125144,1744201284328377529,1744201284548206770
94287433826305,16777217,0;1,0;1,0,0,1;50897;0;50996;-1;1;44866;0;44937,1744201281613911575,1744201281765674808
159923124043776,16777216,1,0,0,0,1;120953,1744201283960961107,1744201284184660532
154704738779137,16777217,1,0;1,0,0,1;115774;-1;1;109836,1744201283780346575,1744201284008844981
138087510310913,16777217,0;1,0;1,0,0,1;99596;0;99766;-1;0;93538;1;93633,1744201283197810072,1744201283426819048
130528367869952,16777216,0;1,0;1,0,0,0;92015;1;92066;-1;0;85834;1;85918,1744201282928213455,1744201283161157938
255481851412480,16777216,0;1,1;0,0,0,1;217202;0;217280;-1;1;222727;0;223001,1744201287849937974,1744201288211258214
226877369221121,16777217,0;1,0;1,0,0,1;187894;0;188000;-1;1;182083;0;182191,1744201286442709366,1744201286731844555
133182657658881,16777217,0;1,1,0,0,1;88499;0;88603,1744201283021597564,1744201283252629883
301128763834368,16777216,1,1;0,0,0,1;284692;-1;1;290175,1744201290637823768,1744201291070404117
298341330059265,16777217,0;1,1;0,0,0,1;280410;0;280615;-1;1;286030;0;286236,1744201290449511923,1744201290883472867
227405650198528,16777216,1,1,0,0,1;182642,1744201286465612686,1744201286753387418
87698953994241,16777217,0;1,1,0,0,0;41428;1;41536,1744201281493789407,1744201281612468122
307974941704193,16777217,0;1,1,0,0,1;295003;0;295167,1744201291094906803,1744201291500482253
188596325711872,16777216,1,1;0,0,0,1;142211;-1;1;148195,1744201284950853212,1744201285177223848
269990250938368,16777216,0;1,0;1,0,0,1;242864;0;243109;-1;1;237362;0;237440,1744201288662798995,1744201289039823632
290696288272385,16777217,1,0;1,0,0,1;274143;-1;1;268488,1744201289934882651,1744201290370967869
167843043737600,16777216,1,0,0,0,1;128552,1744201284235927987,1744201284452433600
214232985501696,16777216,1,0,0,0,1;174044,1744201285917650134,1744201286176343504
113842419924993,16777217,0;1,0;1,0,0,1;73815;0;74124;-1;1;67881;0;68115,1744201282310027862,1744201282560673438
261447560986625,16777217,1,0;1,0,0,1;230870;-1;1;225396,1744201288182252524,1744201288541349434
222990423818240,16777216,0;1,1;0,0,0,0;177791;1;177826;-1;0;183692;1;183710,1744201286280354036,1744201286555346352
153588047282177,16777217,1,1;0,0,0,1;108851;-1;1;114804,1744201283738177582,1744201283967265627
267477695070208,16777216,0;1,1;0,0,0,1;233732;0;233825;-1;1;239181;0;239398,1744201288516885791,1744201288887393930
219842212790273,16777217,1,1,0,0,1;174199,1744201286146840720,1744201286412837838
86234370146305,16777217,1,1;0,0,0,1;40627;-1;1;46598,1744201281461628456,1744201281578456091
123360067452928,16777216,1,1;0,0,0,1;78253;-1;1;84343,1744201282676475826,1744201282904333689
82356014678016,16777216,1,1;0,0,0,1;38847;-1;1;44815,1744201281174336166,1744201281510036766
77068909936641,16777217,0;1,1;0,0,0,1;35723;0;36047;-1;1;41793;0;42104,1744201281126827355,1744201281374660396
285593867124736,16777216,0;1,0,0,0,1;265989;0;266263,1744201289594487144,1744201290025768673
240135933263872,16777216,1,0;1,0,0,1;202885;-1;1;197196,1744201287052431142,1744201287377861102
263616519471105,16777217,1,0,0,0,1;233835,1744201288300869210,1744201288666192974
104505161023488,16777216,1,1;0,0,0,1;57213;-1;1;63194,1744201281934074029,1744201282192419619
180989938630656,16777216,0;1,1;0,0,0,0;134884;1;134961;-1;1;140890;0;141024,1744201284685385938,1744201284912581094
156289581711361,16777217,1,0,0,0,1;117413,1744201283836854851,1744201284061197345
186332877946880,16777216,0;1,1,0,0,1;139968;0;140048,1744201284872270614,1744201285097288077
109787970797569,16777217,1,1,0,0,1;62896,1744201282139744869,1744201282404525424
190163988774913,16777217,1,0,0,0,1;149546,1744201285007122769,1744201285226343826
221066278469633,16777217,1,0;1,0,0,1;181412;-1;1;175503,1744201286199154220,1744201286466502168
157268834254849,16777217,1,1;0,0,0,1;112412;-1;1;118358,1744201283867962301,1744201284093484574
167967597789185,16777217,0;1,0,0,0,1;128819;0;128939,1744201284242044083,1744201284463701400
108864552828929,16777217,0;1,0;1,0,0,1;67918;0;68107;-1;1;61957;0;62164,1744201282096795289,1744201282370829057
93166447362048,16777216,0;1,0,0,0,0;50315;1;50372,1744201281589512593,1744201281738364313
125108119142401,16777217,1,1;0,0,0,1;79992;-1;1;86032,1744201282737332605,1744201282962161104
129184043106304,16777216,1,1,0,0,1;84435,1744201282883090499,1744201283112388760
261520575430656,16777216,0;1,0,0,0,1;230982;0;231122,1744201288184688262,1744201288543031125
142919348518912,16777216,1,0;1,0,0,1;104281;-1;1;98293,1744201283366450747,1744201283593967888
293118649827328,16777216,1,1,0,0,1;272225,1744201290099321836,1744201290528513035
250516869218305,16777217,0;1,1;0,0,0,1;210564;0;210659;-1;1;216166;0;216353,1744201287586828925,1744201287931047661
218064096329728,16777216,0;1,0;1,0,0,1;178337;0;178420;-1;1;172374;0;172461,1744201286071984958,1744201286341659889
164767847153665,16777217,0;1,1,0,0,1;119726;0;119834,1744201284130757173,1744201284355280747
185125992136705,16777217,0;1,1;0,0,0,0;138901;1;138972;-1;0;144927;1;144989,1744201284827586805,1744201285055844568
91542949724160,16777216,1,1,0,0,1;43490,1744201281556928968,1744201281696538214
291185914544128,16777216,1,0,0,0,1;274863,1744201289967890895,1744201290401063267
100124294381568,16777216,0;1,0;1,0,0,1;57428;0;58538;-1;1;51536;0;52552,1744201281749694430,1744201282017293343
95404125323264,16777216,1,0;1,0,0,1;51598;-1;1;45605,1744201281637902019,1744201281796981383
138869194358785,16777217,0;1,1,0,0,1;94249;0;94343,1744201283223907165,1744201283451743918
232263258210305,16777217,0;1,1,0,0,1;188044;0;188123,1744201286677977635,1744201286980172963
230154429267969,16777217,1,1,0,0,1;185444,1744201286581466289,1744201286874695924
109895344979968,16777216,0;1,1;0,0,0,1;63307;0;63431;-1;1;69246;0;69378,1744201282147625983,1744201282415342897
282080583876609,16777217,0;1,0,0,0,1;260604;0;260717,1744201289374745722,1744201289795655806
283008296812544,16777216,0;1,1;0,0,0,1;256400;0;256484;-1;1;261909;0;262170,1744201289433396474,1744201289855307470
290365575790593,16777217,1,0;1,0,0,1;273603;-1;1;267960,1744201289914186360,1744201290347667693
309027208691713,16777217,1,0;1,0,0,1;301914;-1;1;296404,1744201291157533779,1744201291562018508
230914638479360,16777216,0;1,0,0,0,1;192059;0;192228,1744201286613834649,1744201286910026753
306278429622272,16777216,0;1,0;1,0,0,1;297962;0;298167;-1;1;292476;0;292563,1744201290980196321,1744201291400768969
163612500951040,16777216,0;1,1;0,0,0,0;118704;1;118782;-1;1;124681;0;124833,1744201284091941343,1744201284317856103
228019830521857,16777217,1,0;1,0,0,1;188982;-1;1;183148,1744201286495442886,1744201286778921803
127384451809281,16777217,1,1;0,0,0,1;82489;-1;1;88544,1744201282817434940,1744201283045657508
283489333149697,16777217,0;1,0,0,0,1;262664;0;262852,1744201289461728297,1744201289887300254
95614578720768,16777216,1,0,0,0,1;52067,1744201281643611320,1744201281811918319
104737089257472,16777216,1,1,0,0,1;57412,1744201281942100236,1744201282199939073
266945119125504,16777216,0;1,0,0,0,1;238470;0;238559,1744201288484971274,1744201288852212472
134737435820033,16777217,0;1,0,0,0,0;96251;1;96286,1744201283079508747,1744201283306707861
76673772945408,16777216,0;1,0,0,0,1;41737;0;42111,1744201281123267204,1744201281375358067
122823196540929,16777217,0;1,1,0,0,1;77809;0;77888,1744201282659355526,1744201282887462908
284481470595072,16777216,0;1,0;1,0,0,1;264173;0;264463;-1;1;258537;0;258815,1744201289519401661,1744201289950308787
95752017674240,16777216,0;1,0,0,0,1;52196;0;52881,1744201281646912175,1744201281818920892
199810485321728,16777216,1,1;0,0,0,1;152939;-1;1;158926,1744201285351515694,1744201285598543829
82506338533377,16777217,0;1,1;0,0,0,1;38064;0;38338;-1;1;44046;0;44329,1744201281177166386,1744201281510505608
298706402279425,16777217,0;1,0,0,0,1;286419;0;286664,1744201290472293624,1744201290904404180
290356985856000,16777216,0;1,1,0,0,1;268116;0;268309,1744201289913204445,1744201290349846288
190748104327168,16777216,0;1,0,0,0,1;150341;0;150472,1744201285031849676,1744201285256147927
287706991034369,16777217,0;1,0;1,0,0,1;269621;0;269826;-1;1;264046;0;264233,1744201289740792745,1744201290173096845
196426051092480,16777216,1,1,0,0,1;149646,1744201285227446980,1744201285462311941
209246528471040,16777216,1,1;0,0,0,1;162811;-1;1;168811,1744201285718834752,1744201285981696768
238946227322880,16777216,0;1,1,0,0,1;195788;0;195886,1744201286990573252,1744201287317001568
170724966793217,16777217,1,1,0,0,1;125308,1744201284338894718,1744201284551108073
194437481234433,16777217,1,0;1,0,0,1;153705;-1;1;147686,1744201285157338981,1744201285389740643
113782290382848,16777216,1,0,0,0,1;73745,1744201282306767143,1744201282554478634
255451786641409,16777217,1,0;1,0,0,1;222703;-1;1;217077,1744201287849370077,1744201288206758476
115332773576704,16777216,1,0,0,0,1;75625,1744201282369408677,1744201282613275511
270157754662912,16777216,0;1,0,0,0,1;243022;0;243296,1744201288670097914,1744201289046704135
303035729313792,16777216,1,1,0,0,1;287590,1744201290766631469,1744201291191409472
211157788917761,16777217,0;1,1,0,0,1;165000;0;165087,1744201285796344733,1744201286053479885
101215216074752,16777216,1,1;0,0,0,1;52821;-1;1;58784,1744201281774645409,1744201282049557218
213846438445057,16777217,0;1,1;0,0,0,1;167860;0;168000;-1;1;173821;0;173957,1744201285902887315,1744201286169673336
91014668746753,16777217,1,0;1,0,0,1;48942;-1;1;43015,1744201281548467443,1744201281676820061
220426328342528,16777216,1,0;1,0,0,1;180773;-1;1;174878,1744201286169136006,1744201286440770030
212841416097793,16777217,0;1,1,0,0,1;166748;0;166853,1744201285863493919,1744201286126109672
271618043543553,16777217,0;1,1;0,0,0,1;239560;0;239640;-1;1;245163;0;245255,1744201288752221506,1744201289131211428
161078470246400,16777216,1,0;1,0,0,1;122130;-1;1;116220,1744201284006169262,1744201284224624851
